,headline,clicks,impressions,click_rate,processed_headline_nostpw,processed_headline_stpw,headline_tokens,entities
143,feeling irritable exceptionally lazy acting like drunk here's fix that ,41.25,4193.25,101.65454545454546,feeling irritable exceptionally lazy acting like drunk here's fix,feeling irritable exceptionally lazy acting like drunk here's fix that ,feeling irritable exceptionally lazy acting like drunk here's fix that ,[]
144,first seconds difficult that people made day ,21.4,3044.2,142.25233644859813,first seconds difficult people made day,first seconds difficult that people made day ,first seconds difficult that people made day ,"[seconds, people]"
145,brilliant scientist created coolest toy ever kids feel left,20.0,3083.0,154.15,brilliant scientist created coolest toy ever kids feel left,brilliant scientist created coolest toy ever kids feel left ,brilliant scientist created coolest toy ever kids feel left,"[scientist, kids]"
146,hunger anymore there's bigger badder problem starting encompass that ,8.0,2848.5,356.0625,hunger anymore there's bigger badder problem starting encompass,hunger anymore there's bigger badder problem starting encompass that ,hunger anymore there's bigger badder problem starting encompass that ,[]
147,proof born white man bit like hitting lottery,19.333333333333332,2840.8333333333335,146.9396551724138,proof born white man bit like hitting lottery,proof born white man bit like hitting lottery ,proof born white man bit like hitting lottery,[]
148,tampon commercial shows confusing actual tampon commercials,49.54545454545455,2962.181818181818,59.787155963302745,tampon commercial shows confusing actual tampon commercials,tampon commercial shows confusing actual tampon commercials ,tampon commercial shows confusing actual tampon commercials,[]
149,gets way poverty stricken children better options,12.777777777777779,3182.0,249.02608695652174,gets way poverty stricken children better options,gets way poverty stricken children better options ,gets way poverty stricken children better options,[]
150,differing takes 'the talk' suggest live different americas ,19.0,3077.8333333333335,161.99122807017545,differing takes 'the talk' suggest live different americas,differing takes 'the talk' suggest live different americas ,differing takes 'the talk' suggest live different americas ,[talk]
151,allowed make jokes holiday anymore thanks ,17.0,3015.0,177.35294117647058,allowed make jokes holiday anymore thanks,allowed make jokes holiday anymore thanks ,allowed make jokes holiday anymore thanks ,[]
152,holiday invented mean real okay ,28.0,3079.0,109.96428571428571,holiday invented mean real okay,holiday invented mean real okay ,holiday invented mean real okay ,[holiday]
153,pay gap graphic shocked heck,35.0,3050.5,87.15714285714286,pay gap graphic shocked heck,pay gap graphic shocked heck ,pay gap graphic shocked heck,[]
154,didn t realize wrong baby it s cold outside heard version,63.8235294117647,3076.6470588235293,48.20552995391705,realize wrong baby cold outside heard version,didn t realize wrong baby it s cold outside heard version ,didn t realize wrong baby it s cold outside heard version,"[t, it]"
155, seconds in suddenly i'm doubting everything thought knew holidays,27.25,3057.25,112.19266055045871,seconds suddenly i'm doubting everything thought knew holidays, seconds in suddenly i'm doubting everything thought knew holidays , seconds in suddenly i'm doubting everything thought knew holidays,"[i, everything]"
156,everybody around holidays here's everyone stop ,38.833333333333336,3035.5,78.16738197424893,everybody around holidays here's everyone stop,everybody around holidays here's everyone stop ,everybody around holidays here's everyone stop ,[everyone]
157,professor says spend lives something could hurt us good reason,20.0,2965.0,148.25,professor says spend lives something could hurt us good reason,professor says spend lives something could hurt us good reason ,professor says spend lives something could hurt us good reason,"[professor, something]"
158,quite possibly heartwarming story come ferguson sadness,15.5,3053.75,197.01612903225808,quite possibly heartwarming story come ferguson sadness,quite possibly heartwarming story come ferguson sadness ,quite possibly heartwarming story come ferguson sadness,[story]
159,talks dog matter of factly almost forget truly remarkable,27.0,3047.6,112.87407407407407,talks dog matter factly almost forget truly remarkable,talks dog matter of factly almost forget truly remarkable ,talks dog matter of factly almost forget truly remarkable,[]
160,watch it listen guys watch again listen women listen women again ,26.666666666666668,3033.6666666666665,113.76249999999999,watch listen guys watch listen women listen women,watch it listen guys watch again listen women listen women again ,watch it listen guys watch again listen women listen women again ,"[watch, it, guys, women]"
161,feel kinda climate change here's easy way help ,15.0,2914.0,194.26666666666668,feel kinda climate change here's easy way help,feel kinda climate change here's easy way help ,feel kinda climate change here's easy way help ,[help]
162,jokey ad people outraged popular clothing store,37.0,3078.0,83.1891891891892,jokey ad people outraged popular clothing store,jokey ad people outraged popular clothing store ,jokey ad people outraged popular clothing store,[people]
163,kim kardashian might want make big new year s resolutions,23.0,2909.0,126.47826086956522,kim kardashian might want make big new year resolutions,kim kardashian might want make big new year s resolutions ,kim kardashian might want make big new year s resolutions,[kardashian]
164,feminists retire let s look evidence ,26.0,3038.0,116.84615384615384,feminists retire let look evidence,feminists retire let s look evidence ,feminists retire let s look evidence ,"[feminists, s]"
165,catch events news stories ,15.0,3046.0,203.06666666666666,catch events news stories,catch events news stories ,catch events news stories ,[]
166, ladies much fun epicenter disaster,26.2,3442.2,131.38167938931298,ladies much fun epicenter disaster, ladies much fun epicenter disaster , ladies much fun epicenter disaster,[ladies]
167,they're calling actor former high school teacher 'the next harry belafonte' get,41.0,2948.0,71.90243902439025,they're calling actor former high school teacher 'the next harry belafonte' get,they're calling actor former high school teacher 'the next harry belafonte' get ,they're calling actor former high school teacher 'the next harry belafonte' get,[they]
168,wish actor could come dinner he's insanely handsome,31.0,3085.0,99.51612903225806,wish actor could come dinner he's insanely handsome,wish actor could come dinner he's insanely handsome ,wish actor could come dinner he's insanely handsome,"[actor, he]"
169,really wild look takes build human,13.0,2995.0,230.3846153846154,really wild look takes build human,really wild look takes build human ,really wild look takes build human,[look]
170,calls us step forward instead back want much high five handsome man,24.0,3046.0,126.91666666666667,calls us step forward instead back want much high five handsome man,calls us step forward instead back want much high five handsome man ,calls us step forward instead back want much high five handsome man,[]
171,'walter white' 'walter black ' observations white privilege tv,25.833333333333332,3007.8333333333335,116.43225806451613,'walter white' 'walter black ' observations white privilege tv,'walter white' 'walter black ' observations white privilege tv ,'walter white' 'walter black ' observations white privilege tv,[]
