,headline
7676,this dude has a lot of rules for women i think he s right 
7677,a famous woman has an amazing reflection on why we do this to each other 
7678,this famous and recently violated woman has an amazing reflection on why we do this to each other 
7679,this famous and recently humiliated woman has an amazing reflection on why we do this to each other 
7680,this kid s scary personification of depression gives me chills 
7681,be a part of the solution find out how you can chat with the experts on how to save the planet 
7682,this dude has a lot of rules for women i think he s right 
7683,the truth about gluten free diets that no one wants to hear 
7684,centuries of forced relocation disease and genocide have hidden this true history until now 
7685,centuries of forced relocation disease and genocide have hidden this true history until now 
7686,centuries of forced relocation disease and genocide have hidden this true history until now 
7687, questions that absolutely deserve a dirty look in response 
7688,forget koalas and kangaroos australia has something far more important to talk about 
7689,the truth about gluten free diets that no one wants to hear 
7690,the truth about gluten free diets that no one wants to hear 
7691,if these were your kids would you send them back 
7692,take a look at these kids and parents and then tell me why in the hell we re sending them back home 
7693,please show this to anyone who says global warming but it s so cold out today 
7694,please show this to anyone who says global warming but it s so cold out today 
7695,how people are getting a st impression from you by your name before your personality 
7696,jokes about male novelists because sometimes they need knocked down a peg or two 
7697,these people used their bodies to share some really great messages 
7698,one girl s disney journey leads her straight to her own happy ending 
7699,they kinda knew about one gay son but not the other so here s what happened 
